,Speaker,Response,party,IntSpeakerTarget,MatchToTopic,Topics,IntTopicTarget,MatchedWords
4098,GEORGE W. BUSH,"we need somebody to simplify the code, to be fair, to continue prosperity by sharing some of the surplus with the people who pay the bills, particularly those at the bottom end of the economic ladder.",1,3,True,Federal Spending,29,surplus
4100,GORE,1 trillion social security privatization proposal is the surest way to put our budget into deficit â€“ raise interest rates and put our prosperity at risk.,0,8,True,"Social Welfare, Federal Spending",23,"social security, deficit"
4103,GORE,"i do disagree. because if we can keep our prosperity going, if we can continue balancing the budget and paying down the debt, then the strong economy keeps generating surpluses. here is my plan. i will keep social security in a lockbox and that pays down the national debt. and the interest savings i would put right back into social security. that extends the life of social security for 55 years. now, i think that it’s very important to understand that cutting benefits under social security means that people like winifred skinner from des moines, iowa, who is here, would really have a much harder time. because there are millions of seniors who are living almost hand to mouth. and you talk about cutting benefits. i don’t go along with it. i am opposed to it. i’m also opposed to a plan that diverts 1 out of every $6 away from the social security trust fund. social security is a trust fund that pays the checks this year with the",0,8,True,"Social Welfare, Economy",25,"economy, social security, social security, social security, social security, social security, social security"
4104,GORE,"money that is paid into social security this year. the governor wants to divert 1 out of every $6 off into the stock market, which means that he would drain a trillion dollars out of the social security trust fund in this generation over the next ten years, and social security under that approach would go bankrupt within this generation. his leading advisor on this plan actually said that would be okay, because then the social security trust fund could start borrowing. it would borrow up to $3 trillion. now, social security has never done that. and i don’t think it should do that. i think it should stay in a lockbox, and i’ll tell you this. i will veto anything that takes money out of social security for privatization or anything else other than social security.",0,8,True,"Social Welfare, Economy",25,"social security, stock market, social security, social security, social security, social security, social security, social security"
4105,GEORGE W. BUSH,"i thought it was interesting that on the two minutes he spent about a million-and-a-half on my plan, which means he doesn’t want you to know what he’s doing is loading up ious for future generations. he puts no real assets into the social security system. the revenues exceed the expenses in social security until the year 2015 which means all retirees are going to get the promises made. for those of you who he wants to scare into the voting booth to vote for him, hear me loud and clear. a promise made will be a promise kept. you bet we want to allow younger workers to take some of their own money. that’s the difference of opinion. the vice president thinks it’s the government’s money. the payroll taxes are your money. you ought to put it in prudent, safe investments so that $1 trillion over the next ten years grows to be $3 trillion. the money stays within the social security system. it",1,3,True,Social Welfare,19,"social security, social security, social security"
4106,GEORGE W. BUSH,"’s a part of the social security system. he claims it will be out of social security. it’s your money, it’s a part of your retirement benefit. it’s a fundamental difference between what we believe. i want you to have your own asset that you can call your own. that you can pass on from one generation to the next. i want to get a better rate of return for your own money than the paltry 2% that the current social security trust gets today. mr. greenspan i thought missed an opportunity to say there’s a third way, and that is to get a better rate of return on the social security monies coming into the trust. there is $2.3 trillion of surplus that we can use to make sure that younger workers have a social security plan in the future. if we’re smart and if we trust workers and if we understand the power of the compounding rate of interest.",1,3,True,"Social Welfare, Federal Spending",23,"social security, social security, social security, social security, surplus, social security"
4107,GORE,"here is the difference. i give a new incentive for younger workers to save their own money and invest their own money, but not at the expense of social security, on top of social security. my plan is social security plus. the governor’s plan is social security minus. your future benefits would be cut by the amount that’s diverted into the stock market. if you make bad investments, that’s too bad. but even before then the problem hits because the money contributed to social security this year is an entitlement. that’s how it works. and the money is used to pay the benefits for seniors this year. if you cut the amount going in 1 out of every $6, then you have to cut the value of each check by 1 out of every $6 unless you come up with the money from somewhere else. i would like to know from the governor — i know we’re not supposed to ask each other questions — but i’d be interested in",0,8,True,"Social Welfare, Economy",25,"social security, social security, social security, social security, stock market, social security"
4109,GEORGE W. BUSH,"no. there’s enough money to pay seniors today in the current affairs of social security. the trillion comes from the surplus. surplus is money — more money than needed. let me tell you what your plan is. it’s not social security plus, it’s social security plus huge debt. that is what it is. you leave future generations with tremendous ious. it’s time to have a leader that doesn’t put off tomorrow what we should do today. it’s time to have somebody to step up and say look, let’s let younger workers take some of their own money and under certain guidelines invest it in the private markets. the safest of federal investments yields 4%. that’s twice the amount of rate of return than the current social security trust. it’s a fundamental difference of opinion here, folks. younger worker after younger worker hears my call that says i trust you. and you know what, the issue is changing. seniors now understand that the promise",1,3,True,"Social Welfare, Federal Spending",23,"social security, surplus, surplus, social security, social security, social security"
4112,GORE,"just briefly. when fdr established social security, they didn’t call them ious, they called it the full faith and credit of the united states. if you don’t have trust in that, i do. if you take it out of the surplus in the trust fund, that means the trust fund goes bankrupt in this generation within 20 years. ",0,8,True,"Social Welfare, Federal Spending",23,"social security, surplus"
4113,GEORGE W. BUSH,"this is a government that thinks a 2% rate of return on your money is satisfactory. it’s not. this is a government that says younger workers can’t possibly have their own assets. we need to think differently about the issue. we need to make sure our seniors get the promise made. if we don’t trust younger workers to manage some of their own money with the social security surplus, to grow from $1 trillion to $3 trillion, it will be impossible to bridge the gap without it. what mr. gore’s plan will do causing huge payroll taxes or major benefit reductions. ",1,3,True,"Social Welfare, Federal Spending",23,"social security, surplus"
4119,GORE,"no. i think the american people should take into account who we are as individuals, what our experience is, what our positions are on the issues and proposals are. i’m asking you to see me for who i really am. i’m offering you my own vision, my own experience, my own proposals. and incidentally, one of them is this. this current campaign financing system has not reflected credit on anybody in either party. and that’s one of the reasons i’ve said before, and i’ll pledge here tonight, if i’m president, the very first bill that joe lieberman and i will send to the united states congress is the mccain-feingold campaign finance reform bill. and the reason it’s that important is that all of the other issues, whether prescription drugs for all seniors that are opposed by the drug companies or the patient’s bill of rights to take the decisions away from the hmos and give them to the doctors and nurses, opposed by the hmos",0,8,True,Health Care,51,prescription drugs
4120,GORE,"and insurance companies, all these other proposals are going to be a lot easier to get passed for the american people if we limit the influence of special interest money and give democracy back to the american people. and i wish governor bush would join me this evening in endorsing the mccain-feingold campaign finance reform bill.",0,8,True,Health Care,51,insurance companies
4125,GEORGE W. BUSH,"thank you, jim. thank the university of massachusetts and mr. vice president, thank you. it has been a good, lively exchange. there is a huge difference of opinion. mine is i want to empower people in their own lives. i also want to go to washington to get some positive things done. it is going to require a new spirit. a spirit of cooperation. it will require the ability of a republican president to reach out across the partisan divide and to say to democrats, let’s come together to do what is right for america. it’s been my record as governor of texas, it will be how i conduct myself if i’m fortunate enough to earn your vote as president of the united states. i want to finally get something done on medicare. i want to make sure prescription drugs are available for all seniors. and i want seniors to have additional choices when it comes to choosing their health care plans. i want to finally get something done on",1,3,True,Health Care,51,"prescription drugs, health care"
4126,GEORGE W. BUSH,"social security. i want to make sure the seniors have the promise made will be a promise kept, but i want younger workers to be able to manage some of their own money, some of their own payroll taxes in the private sector under certain guidelines to get a better rate of return on your own money. i want to rebuild our military to keep the peace. i want to have a strong hand when it comes to the united states in world affairs. i don’t want to try to put our troops in all places at all times. i don’t want to be the world’s policeman, i want to be the world’s peacemaker by having a military of high morale and a military that is well-equipped. i want anti-ballistic missile systems to protect ourselves and our allies from a rogue nation that may try to hold us hostage or blackmail our allies and friends. i want to make sure the education system fulfills its hope and promise. i’ve had a strong",1,3,True,Social Welfare,19,social security
4129,GORE,"if you have a president who will fight for you. i know one thing about the position of president, it’s the only position in our constitution that is filled by an individual who is given the responsibility to fight not just for one state or one district or the well-connected or wealthy, but to fight for all of the people, including especially those who most need somebody who will stand up and take on whatever powerful forces might stand in the way. there is a woman named winifred skinner here tonight from iowa. i mentioned her earlier. she’s 79 years old. she has social security. i’m not going to cut her benefits or support any proposal that would. she gets a small pension, but in order to pay for her prescription drug benefits, she has to go out seven days a week several hours a day picking up cans. she came all the way from iowa in a winnebago with her poodle in order attend here tonight. i want to tell her,",0,8,True,Social Welfare,19,social security
4131,OBAMA,"well, alan (ph), thank you very much for the question. i want to first, obviously, thank belmont university, tom, thank you, and to all of you who are participating tonight and those of you who sent e-mail questions in. i think everybody knows now we are in the worst financial crisis since the great depression. and a lot of you i think are worried about your jobs, your pensions, your retirement accounts, your ability to send your child or your grandchild to college. and i believe this is a final verdict on the failed economic policies of the last eight years, strongly promoted by president bush and supported by senator mccain, that essentially said that we should strip away regulations, consumer protections, let the market run wild, and prosperity would rain down on all of us. it hasn’t worked out that way. and so now we’ve got to take some decisive action. ",0,7,True,Economy,28,"financial crisis, jobs"
4132,OBAMA,"now, step one was a rescue package that was passed last week. we’ve got to make sure that works properly. and that means strong oversight, making sure that investors, taxpayers are getting their money back and treated as investors. it means that we are cracking down on ceos and making sure that they’re not getting bonuses or golden parachutes as a consequence of this package. and, in fact, we just found out that aig, a company that got a bailout, just a week after they got help went on a $400,000 junket. and i’ll tell you what, the treasury should demand that money back and those executives should be fired. but that’s only step one. the middle-class need a rescue package. and that means tax cuts for the middle-class. it means help for homeowners so that they can stay in their homes. it means that we are helping state and local governments set up road projects and bridge projects that keep people in their jobs",0,7,True,"Taxes, Economy",70,"tax cuts, jobs"
4133,OBAMA,". and then long-term we’ve got to fix our health care system, we’ve got to fix our energy system that is putting such an enormous burden on families. you need somebody working for you and you’ve got to have somebody in washington who is thinking about the middle class and not just those who can afford to hire lobbyists.",0,7,True,Health Care,51,health care
4135,MCCAIN,"to china? we’ve got to have a package of reforms and it has got to lead to reform prosperity and peace in the world. and i think that this problem has become so severe, as you know, that we’re going to have to do something about home values. you know that home values of retirees continues to decline and people are no longer able to afford their mortgage payments. as president of the united states, alan, i would order the secretary of the treasury to immediately buy up the bad home loan mortgages in america and renegotiate at the new value of those homes — at the diminished value of those homes and let people be able to make those — be able to make those payments and stay in their homes. is it expensive? yes. but we all know, my friends, until we stabilize home values in america, we’re never going to start turning around and creating jobs and fixing our economy. and we’ve got to give some trust and confidence back",1,1,True,Economy,28,"jobs, economy"
4136,MCCAIN,"to america. i know how the do that, my friends. and it’s my proposal, it’s not senator obama’s proposal, it’s not president bush’s proposal. but i know how to get america working again, restore our economy and take care of working americans. thank you.",1,1,True,Economy,28,economy
4138,MCCAIN,"you know, that’s a tough question and there’s a lot of qualified americans. but i think the first criteria, tom, would have to be somebody who immediately americans identify with, immediately say, we can trust that individual. a supporter of senator obama’s is warren buffett. he has already weighed in and helped stabilize some of the difficulties in the markets and with companies and corporations, institutions today. i like meg whitman, she knows what it’s like to be out there in the marketplace. she knows how to create jobs. meg whitman was ceo of a company that started with 12 people and is now 1.3 million people in america make their living off ebay. maybe somebody here has done a little business with them. but the point is it’s going to have to be somebody who inspires trust and confidence. because the problem in america today to a large extent, tom, is that we don’t have trust and confidence in our institutions because of the corruption on wall",1,1,True,Economy,28,jobs
4141,OBAMA,"and we’ve — you know, senator mccain and i have some fundamental disagreements on the economy, starting with senator mccain’s statement earlier that he thought the fundamentals of the economy were sound. part of the problem here is that for many of you, wages and incomes have flat-lined. for many of you, it is getting harder and harder to save, harder and harder to retire. and that’s why, for example, on tax policy, what i want to do is provide a middle class tax cut to 95 percent of working americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet. senator mccain is right that we’ve got to stabilize housing prices. but underlying that is loss of jobs and loss of income. that’s something that the next treasury secretary is going to have to work on. ",0,7,True,Economy,28,"economy, economy, jobs, jobs"
4142,MCCAIN,"well, thank you, oliver, and that’s an excellent question, because as you just described it, bailout, when i believe that it’s rescue, because — because of the greed and excess in washington and wall street, main street was paying a very heavy price, and we know that. i left my campaign and suspended it to go back to washington to make sure that there were additional protections for the taxpayer in the form of good oversight, in the form of taxpayers being the first to be paid back when our economy recovers — and it will recover — and a number of other measures. but you know, one of the real catalysts, really the match that lit this fire was fannie mae and freddie mac. i’ll bet you, you may never even have heard of them before this crisis. but you know, they’re the ones that, with the encouragement of senator obama and his cronies and his friends in washington, that went out and made all these risky",1,1,True,Economy,28,economy
4145,OBAMA,"well, oliver, first, let me tell you what’s in the rescue package for you. right now, the credit markets are frozen up and what that means, as a practical matter, is that small businesses and some large businesses just can’t get loans. if they can’t get a loan, that means that they can’t make payroll. if they can’t make payroll, then they may end up having to shut their doors and lay people off. and if you imagine just one company trying to deal with that, now imagine a million companies all across the country. so it could end up having an adverse effect on everybody, and that’s why we had to take action. but we shouldn’t have been there in the first place. now, i’ve got to correct a little bit of senator mccain’s history, not surprisingly. let’s, first of all, understand that the biggest problem in this whole process was the deregulation of the financial system. senator",0,7,True,Economy,28,"small businesses, businesses, businesses"
4149,OBAMA,"no, i am confident about the american economy. but we are going to have to have some leadership from washington that not only sets out much better regulations for the financial system. the problem is we still have a archaic, 20th-century regulatory system for 21st-century financial markets. we’re going to have to coordinate with other countries to make sure that whatever actions we take work. but most importantly, we’re going to have to help ordinary families be able to stay in their homes, make sure that they can pay their bills, deal with critical issues like health care and energy, and we’re going to have to change the culture in washington so that lobbyists and special interests aren’t driving the process and your voices aren’t being drowned out. ",0,7,True,"Economy, Health Care",42,"economy, health care"
4150,MCCAIN,"i think it depends on what we do. i think if we act effectively, if we stabilize the housing market — which i believe we can, if we go out and buy up these bad loans, so that people can have a new mortgage at the new value of their home — i think if we get rid of the cronyism and special interest influence in washington so we can act more effectively. my friend, i’d like you to see the letter that a group of senators and i wrote warning exactly of this crisis. senator obama’s name was not on that letter. the point is — the point is that we can fix our economy. americans’ workers are the best in the world. they’re the fundamental aspect of america’s economy. they’re the most innovative. they’re the best — they’re most — have best — we’re the best exporters. we’re the best importers. they’re most effective. they are the best workers in the world. and",1,1,True,Economy,28,"economy, economy"
4151,MCCAIN,we’ve got to give them a chance. they’ve got — we’ve got to give them a chance to do their best again. and they are the innocent bystanders here in what is the biggest financial crisis and challenge of our time. we can do it.,1,1,True,Economy,28,financial crisis
4152,OBAMA,"well, look, i understand your frustration and your cynicism, because while you’ve been carrying out your responsibilities — most of the people here, you’ve got a family budget. if less money is coming in, you end up making cuts. maybe you don’t go out to dinner as much. maybe you put off buying a new car. that’s not what happens in washington. and you’re right. there is a lot of blame to go around. but i think it’s important just to remember a little bit of history. when george bush came into office, we had surpluses. and now we have half-a-trillion-dollar deficit annually. when george bush came into office, our debt — national debt was around $5 trillion. it’s now over $10 trillion. we’ve almost doubled it. and so while it’s true that nobody’s completely innocent here, we have had over the last eight years the biggest increases in deficit spending and national",0,7,True,Federal Spending,29,"deficit, deficit"
4154,OBAMA,"you know, you may have seen your health care premiums go up. we’ve got to reform health care to help you and your budget. we are going to have to deal with energy because we can’t keep on borrowing from the chinese and sending money to saudi arabia. we are mortgaging our children’s future. we’ve got to have a different energy plan. we’ve got to invest in college affordability. so we’re going to have to make some investments, but we’ve also got to make spending cuts. and what i’ve proposed, you’ll hear senator mccain say, well, he’s proposing a whole bunch of new spending, but actually i’m cutting more than i’m spending so that it will be a net spending cut. the key is whether or not we’ve got priorities that are working for you as opposed to those who have been dictating the policy in washington lately, and that’s mostly lobbyists and special interests. we’ve got to put an end",0,7,True,Health Care,51,"health care, health care"
4156,MCCAIN,"well, theresa (ph), thank you. and i can see why you feel that cynicism and mistrust, because the system in washington is broken. and i have been a consistent reformer. i have advocated and taken on the special interests, whether they be the big money people by reaching across the aisle and working with senator feingold on campaign finance reform, whether it being a variety of other issues, working with senator lieberman on trying to address climate change. i have a clear record of bipartisanship. the situation today cries out for bipartisanship. senator obama has never taken on his leaders of his party on a single issue. and we need to reform. and so let’s look at our records as well as our rhetoric. that’s really part of your mistrust here. and now i suggest that maybe you go to some of these organizations that are the watchdogs of what we do, like the citizens against government waste or the national taxpayers union or these other organizations that watch us all",1,1,True,Climate Change,40,climate change
4157,MCCAIN,"the time. i don’t expect you to watch every vote. and you know what you’ll find? this is the most liberal big-spending record in the united states senate. i have fought against excessive spending and outrages. i have fought to reduce the earmarks and eliminate them. do you know that senator obama has voted for — is proposing $860 billion of new spending now? new spending. do you know that he voted for every increase in spending that i saw come across the floor of the united states senate while we were working to eliminate these pork barrel earmarks? he voted for nearly a billion dollars in pork barrel earmark projects, including, by the way, $3 million for an overhead projector at a planetarium in chicago, illinois. my friends, do we need to spend that kind of money? i think you have to look at my record and you have to look at his. then you have to look at our proposals for our economy, not $860",1,1,True,Economy,28,economy
4158,MCCAIN,"billion in new spending, but for the kinds of reforms that keep people in their jobs, get middle-income americans working again, and getting our economy moving again. you’re going to be examining our proposals tonight and in the future, and energy independence is a way to do that, is one of them. and drilling offshore and nuclear power are two vital elements of that. and i’ve been supporting those and i know how to fix this economy, and eliminate our dependence on foreign oil, and stop sending $700 billion a year overseas.",1,1,True,"Economy, Oil Industry",34,"jobs, economy, economy, foreign oil, oil"
4160,MCCAIN,"i think you can work on all three at once, tom. i think it’s very important that we reform our entitlement programs. my friends, we are not going to be able to provide the same benefit for present-day workers that we are going — that present-day retirees have today. we’re going to have to sit down across the table, republican and democrat, as we did in 1983 between ronald reagan and tip o’neill. i know how to do that. i have a clear record of reaching across the aisle, whether it be joe lieberman or russ feingold or ted kennedy or others. that’s my clear record. we can work on nuclear power plants. build a whole bunch of them, create millions of new jobs. we have to have all of the above, alternative fuels, wind, tide, solar, natural gas, clean coal technology. all of these things we can do as americans and we can take on this mission and we can overcome it",1,1,True,Economy,28,jobs
4162,MCCAIN,"my friends, some of this $700 billion ends up in the hands of terrorist organizations. as far as health care is concerned, obviously, everyone is struggling to make sure that they can afford their premiums and that they can have affordable and available health care. that’s the next issue. but we can do them all at once. there’s no — and we have to do them all at once. all three you mentioned are compelling national security requirements. ",1,1,True,"National Defense, Health Care",21,"health care, health care, national security"
4163,OBAMA,"we’re going to have to prioritize, just like a family has to prioritize. now, i’ve listed the things that i think have to be at the top of the list. energy we have to deal with today, because you’re paying $3.80 here in nashville for gasoline, and it could go up. and it’s a strain on your family budget, but it’s also bad for our national security, because countries like russia and venezuela and, you know, in some cases, countries like iran, are benefiting from higher oil prices. so we’ve got to deal with that right away. that’s why i’ve called for an investment of $15 billion a year over 10 years. our goal should be, in 10 year’s time, we are free of dependence on middle eastern oil. and we can do it. now, when jfk said we’re going to the moon in 10 years, nobody was sure how to do it, but we understood that",0,7,True,"National Defense, Oil Industry",50,"national security, oil, oil"
4164,OBAMA,", if the american people make a decision to do something, it gets done. so that would be priority number one. health care is priority number two, because that broken health care system is bad not only for families, but it’s making our businesses less competitive. and, number three, we’ve got to deal with education so that our young people are competitive in a global economy. but just one point i want to make, tom. senator mccain mentioned looking at our records. we do need to look at our records. senator mccain likes to talk about earmarks a lot. and that’s important. i want to go line by line through every item in the federal budget and eliminate programs that don’t work and make sure that those that do work, work better and cheaper. but understand this: we also have to look at where some of our tax revenues are going. so when senator mccain proposes a $300 billion tax cut, a continuation not only of the",0,7,True,"Economy, Health Care",42,"health care, health care, businesses, economy"
4165,OBAMA,"bush tax cuts, but an additional $200 billion that he’s going to give to big corporations, including big oil companies, $4 billion worth, that’s money out of the system. and so we’ve got to prioritize both our spending side and our tax policies to make sure that they’re working for you. that’s what i’m going to do as president of the united states.",0,7,True,"Taxes, Oil Industry",58,"tax cuts, oil"
4166,MCCAIN,"well, fiora (ph), i’m going to ask the american people to understand that there are some programs that we may have to eliminate. i first proposed a long time ago that we would have to examine every agency and every bureaucracy of government. and we’re going to have to eliminate those that aren’t working. i know a lot of them that aren’t working. one of them is in defense spending, because i’ve taken on some of the defense contractors. i saved the taxpayers $6.8 billion in a deal for an air force tanker that was done in a corrupt fashion. i believe that we have to eliminate the earmarks. and sometimes those projects, not — not the overhead projector that senator obama asked for, but some of them that are really good projects, will have — will have to be eliminated, as well. and they’ll have to undergo the same scrutiny that all projects should in competition with others. so we’re going to have to tell",1,1,True,National Defense,14,defense spending
4167,MCCAIN,"the american people that spending is going to have to be cut in america. and i recommend a spending freeze that — except for defense, veterans affairs, and some other vital programs, we’ll just have to have across-the-board freeze. and some of those programs may not grow as much as we would like for them to, but we can establish priorities with full transparency, with full knowledge of the american people, and full consultation, not done behind closed doors and shoving earmarks in the middle of the night into programs that we don’t even — sometimes we don’t even know about until months later. and, by the way, i want to go back a second.",1,1,True,Federal Spending,29,spending freeze
4168,MCCAIN,"look, we can attack health care and energy at the same time. we’re not — we’re not — we’re not rifle shots here. we are americans. we can, with the participation of all americans, work together and solve these problems together. frankly, i’m not going to tell that person without health insurance that, “i’m sorry, you’ll have to wait.” i’m going to tell you americans we’ll get to work right away and we’ll get to work together, and we can get them all done, because that’s what america has been doing. ",1,1,True,Health Care,51,"health care, health insurance"
4170,OBAMA,". i believe in the need for increased oil production. we’re going to have to explore new ways to get more oil, and that includes offshore drilling. it includes telling the oil companies, that currently have 68 million acres that they’re not using, that either you use them or you lose them. we’re going to have to develop clean coal technology and safe ways to store nuclear energy. but each and every one of us can start thinking about how can we save energy in our homes, in our buildings. and one of the things i want to do is make sure that we’re providing incentives so that you can buy a fuel efficient car that’s made right here in the united states of america, not in japan or south korea, making sure that you are able to weatherize your home or make your business more fuel efficient. and that’s going to require effort from each and every one of us. and the last point i just want to make. i think",0,7,True,Oil Industry,53,"oil, oil, oil"
4172,OBAMA,"well, i think it starts with washington. we’ve got to show that we’ve got good habits, because if we’re running up trillion dollar debts that we’re passing on to the next generation, then a lot of people are going to think, “well, you know what? there’s easy money out there.” it means — and i have to, again, repeat this. it means looking (ph) at the spending side, but also at the revenue side. i mean, senator mccain has been talking tough about earmarks, and that’s good, but earmarks account for about $18 billion of our budget. now, when senator mccain is proposing tax cuts that would give the average fortune 500 ceo an additional $700,000 in tax cuts, that’s not sharing a burden. and so part of the problem, i think, for a lot of people who are listening here tonight is they don’t feel as if they are sharing the burden with other folks",0,7,True,Taxes,12,"tax cuts, tax cuts"
4175,MCCAIN,"well, you know, nailing down senator obama’s various tax proposals is like nailing jell-o to the wall. there has been five or six of them and if you wait long enough, there will probably be another one. but he wants to raise taxes. my friends, the last president to raise taxes during tough economic times was herbert hoover, and he practiced protectionism as well, which i’m sure we’ll get to at some point. you know, last year up to this time, we’ve lost 700,000 jobs in america. the only bright spot is that over 300,000 jobs have been created by small businesses. senator obama’s secret that you don’t know is that his tax increases will increase taxes on 50 percent of small business revenue. small businesses across america will have to cut jobs and will have their taxes increase and won’t be able to hire because of senator obama’s tax policies. you know, he said some time ago, he said he would forgo his",1,1,True,Economy,28,"jobs, jobs, small businesses, businesses, small businesses, businesses, jobs"
4176,MCCAIN,"tax increases if the economy was bad. i’ve got some news, senator obama, the news is bad. so let’s not raise anybody’s taxes, my friends, and make it be very clear to you i am not in favor of tax cuts for the wealthy. i am in favor of leaving the tax rates alone and reducing the tax burden on middle-income americans by doubling your tax exemption for every child from $3,500 to $7,000. to giving every american a $5,000 refundable tax credit and go out and get the health insurance you want rather than mandates and fines for small businesses, as senator obama’s plan calls for. and let’s create jobs and let’s get our economy going again. and let’s not raise anybody’s taxes.",1,1,True,"Taxes, Economy, Health Care",45,"economy, tax cuts, tax credit, health insurance, small businesses, businesses, jobs, economy"
4179,OBAMA,"well, tom, we’re going to have to take on entitlements and i think we’ve got to do it quickly. we’re going to have a lot of work to do, so i can’t guarantee that we’re going to do it in the next two years, but i’d like to do in the my first term as president. but i think it’s important to understand, we’re not going to solve social security and medicare unless we understand the rest of our tax policies. and you know, senator mccain, i think the “straight talk express” lost a wheel on that one. so let’s be clear about my tax plan and senator mccain’s, because we’re not going to be able to deal with entitlements unless we understand the revenues coming in. i want to provide a tax cut for 95 percent of americans, 95 percent. if you make less than a quarter of a million dollars a year, you will not see a single dime of your",0,7,True,Social Welfare,19,social security
4180,OBAMA,"taxes go up. if you make $200,000 a year or less, your taxes will go down. now, senator mccain talks about small businesses. only a few percent of small businesses make more than $250,000 a year. so the vast majority of small businesses would get a tax cut under my plan. and we provide a 50 percent tax credit so that they can buy health insurance for their workers, because there are an awful lot of small businesses that i meet across america that want to do right by their workers but they just can’t afford it. some small business owners, a lot of them, can’t even afford health insurance for themselves. now, in contrast, senator mccain wants to give a $300 billion tax cut, $200 billion of it to the largest corporations and a hundred thousand of it — a hundred billion of it going to people like ceos on wall street. he wants to give average fortune 500 ceo an additional $700,000 in tax cuts. that",0,7,True,"Taxes, Economy, Health Care",45,"small businesses, businesses, small businesses, businesses, small businesses, businesses, tax credit, health insurance, small businesses, businesses, health insurance, tax cuts"
4182,OBAMA,"now, if we get our tax policies right so that they’re good for the middle class, if we reverse the policies of the last eight years that got us into this fix in the first place and that senator mccain supported, then we are going to be in a position to deal with social security and deal with medicare, because we will have a health care plan that actually works for you, reduces spending and costs over the long term, and social security that is stable and solvent for all americans and not just some. ",0,7,True,"Social Welfare, Health Care",57,"social security, health care, social security"
4183,MCCAIN,"sure. hey, i’ll answer the question. look — look, it’s not that hard to fix social security, tom. it’s just… ",1,1,True,Social Welfare,19,social security
4184,MCCAIN,"… tough decisions. i want to get to medicare in a second. social security is not that tough. we know what the problems are, my friends, and we know what the fixes are. we’ve got to sit down together across the table. it’s been done before. i saw it done with our — our wonderful ronald reagan, a conservative from california, and the liberal democrat tip o’neill from massachusetts. that’s what we need more of, and that’s what i’ve done in washington. senator obama has never taken on his party leaders on a single major issue. i’ve taken them on. i’m not too popular sometimes with my own party, much less his. so medicare, it’s going to be a little tougher. it’s going to be a little tougher because we’re talking about very complex and difficult issues. my friends, what we have to do with medicare is have a commission, have the smartest people in america come together, come",1,1,True,Social Welfare,19,social security
4185,MCCAIN,"up with recommendations, and then, like the base-closing commission idea we had, then we should have congress vote up or down. let’s not let them fool with it anymore. there’s too much special interests and too many lobbyists working there. so let’s have — and let’s have the american people say, “fix it for us.” now, just back on this — on this tax, you know, again, it’s back to our first question here about rhetoric and record. senator obama has voted 94 times to either increase your taxes or against tax cuts. that’s his record. when he ran for the united states senate from illinois, he said he would have a middle-income tax cut. you know he came to the senate and never once proposed legislation to do that? so let’s look at our record. i’ve fought higher taxes. i have fought excess spending. i have fought to reform government. let’s look at our",1,1,True,Taxes,12,"tax cuts, income tax"
4186,MCCAIN,"records, my friends, and then listen to my vision for the future of america. and we’ll get our economy going again. and our best days are ahead of us.",1,1,True,Economy,28,economy
4187,MCCAIN,"well, thank you. look, we are in tough economic times; we all know that. and let’s keep — never forget the struggle that americans are in today. but when we can — when we have an issue that we may hand our children and our grandchildren a damaged planet, i have disagreed strongly with the bush administration on this issue. i traveled all over the world looking at the effects of greenhouse gas emissions, joe lieberman and i. and i introduced the first legislation, and we forced votes on it. that’s the good news, my friends. the bad news is we lost. but we kept the debate going, and we kept this issue to — to posing to americans the danger that climate change opposes. now, how — what’s — what’s the best way of fixing it? nuclear power. senator obama says that it has to be safe or disposable or something like that. look, i — i was on navy ships that had nuclear power plants",1,1,True,Climate Change,40,climate change
4188,MCCAIN,". nuclear power is safe, and it’s clean, and it creates hundreds of thousands of jobs. and — and i know that we can reprocess the spent nuclear fuel. the japanese, the british, the french do it. and we can do it, too. senator obama has opposed that. we can move forward, and clean up our climate, and develop green technologies, and alternate — alternative energies for — for hybrid, for hydrogen, for battery-powered cars, so that we can clean up our environment and at the same time get our economy going by creating millions of jobs. we can do that, we as americans, because we’re the best innovators, we’re the best producers, and 95 percent of the people who are our market live outside of the united states of america.",1,1,True,Economy,28,"jobs, economy, jobs"
4190,OBAMA,"and it is absolutely critical that we understand this is not just a challenge, it’s an opportunity, because if we create a new energy economy, we can create five million new jobs, easily, here in the united states. it can be an engine that drives us into the future the same way the computer was the engine for economic growth over the last couple of decades. and we can do it, but we’re going to have to make an investment. the same way the computer was originally invented by a bunch of government scientists who were trying to figure out, for defense purposes, how to communicate, we’ve got to understand that this is a national security issue, as well. and that’s why we’ve got to make some investments and i’ve called for investments in solar, wind, geothermal. contrary to what senator mccain keeps on saying, i favor nuclear power as one component of our overall energy mix. but this is another example where i think it is",0,7,True,"National Defense, Economy",61,"economy, jobs, economic growth, national security"
