,Unnamed: 0,Speaker,Response,party,IntSpeakerTarget,MatchToTopic,PartyClassifier
2160,3110,DOLE,"n’t want to — you know, i think foreign policy, i want to be very careful about, and i’m not here to argue about the president with some ongoing foreign policy matter. what i want the president to do, and i think he may have done it, his last statement, call for an unconditional end of the violence and have the parties keep on talking as they should talk and have a resolution. the last thing we want to do is commit more forces anywhere. but let’s sort of keep this out of politics because it’s pretty dicey right now.",1,2,False,0.18224447965621948
2161,3111,DOLE,"oh, that’s very easy. my record going back to 1965 in the congress, the first vote we had was whether or not you should put a little notice on cigarettes. they may be danger — i voted i for everything since that time. in fact, 1992 we had a bill come before us that all the states had to comply or they’re going to lose certain money. we sent it to the clinton administration for implementation, and they waited three and a half years. and during that period about 3,000 young kids every day started smoking. so you add it up. that’s about three million. not until again in 1996 — i don’t want anybody to smoke. my brother probably died partly because of cigarettes. i was asked a technical question. are they addictive? maybe they — they probably are addictive. i don’t know. i’m not a doctor. you shouldn’t smoke. you ought to be glad you quit, oscar, 30 years. and",1,2,False,0.9992300271987915
2162,3112,DOLE,"it seems to me what we need to do is to talk about not only tobacco but drugs, because drug use between 12- and 17-year-olds has doubled in this administration in the last 44 months. marijuana use is up 141percent. cocaine use up 160 percent. they’re your kids. it’s all happening in this administration because they cut funding and they cut interdiction. when i’m president of the united states, we’re going to use the national guard and whatever sources we need to stop some of the drugs coming into america. if you stop the drugs, nobody is going to use the drugs; so don’t smoke, don’t drink, don’t use drugs. just don’t do it.",1,2,False,0.9845324158668518
2163,3113,DOLE,"well, they also know if they live in san diego, mr. president, if you’re caught with 125 pounds of marijuana or less, you go back to mexico. you’re not prosecuted. you have a u.s. attorney here that sends `em back home, so i think that’s pretty important. that’s a lot of marijuana. that’s a big supply. but don’t get into this smoke screen here oscar. the president in the election year decided i ought to do something, i haven’t done anything on drugs. i’ve been awol for 44 months, so let’s take on smoking, see they haven’t even done it. they haven’t said what’s going to happen, whether they’re going to have it declared addictive. once it’s a drug, does it apply only to teenagers or everybody in america? nobody should smoke, young or old, but particularly young people should not smoke, but my record is there. it’s been there",1,2,False,0.9984114170074463
2164,3114,DOLE,". i’ve voted eight, ten times since 1965.",1,2,False,0.9859837889671326
2165,3119,DOLE,let me get out of your way here. ,1,2,False,0.9811602234840393
2166,3123,DOLE,"well, i think age is very — you know, wisdom comes from age, experience and intelligence. and if you have some of each — and i have some age, some experience and some intelligence — that adds up to wisdom. i think it also is a strength. it’s an advantage. and i have a lot of young people work in my office, work in my campaign. this is about america. this is about, somebody said earlier, one of the first questions, we’re together. it’s one america, one nation. i’m looking at our economic plan because i’m concerned about the future for young people. i’m looking about drugs. the president has been awol for four years. i’m looking about crime. he’ll claim credit now for crime going down, but it happens because mayors and governors and others have brought crime down. rudy giuliani, mayor of new york, brought crime down 25 percent just in new york city. of course",1,2,False,0.9993720650672913
2167,3125,DOLE,you tried it last time you ran. ,1,2,False,0.8712442517280579
2168,3126,DOLE,"when you don’t have any ideas, i guess you say the other person’s ideas are old. as i said earlier, they don’t have any ideas. their ideas is to raise taxes and spend more money. that’s the liberal philosophy. that’s what you like, you’ve got a perfect candidate. president clinton came to california in 1992. he said the centerpiece in my first four years is going to be a middle class tax cut. now all you got that tax cut, congratulations. because you got a big tax increase. you got a 265 billion dollar tax increase. and he stands here and says politicians who make promises like that ought to be ignored. well he made the promise. i keep my word, and you will have a tax cut. it will help you in whatever you’re going to do in the next few years. thank you. ",1,2,False,0.999197781085968
2169,3128,DOLE,"to reach out, make certain everybody has a chance to participate. equal opportunity. but we cannot guarantee equal results in america. that’s not how america became the greatest country on the face of the earth.",1,2,False,0.991051197052002
2170,3129,DOLE,well i’m glad you asked. what’s your first name? mr. david: tim. ,1,2,False,0.9711124300956726
2171,3131,DOLE,". we think that’s very important because a lot of people take care of their parents. how do we pay for it? you can have a constitutional amendment to balance the budget, which the president opposed and defeated. he twisted arms and got six democrats to vote with him and lost by one vote. we’re going to balance the budget, by the year 2002. the president wants to spend 20 percent more in the next six years, and i want to spend 14 percent more and give that 6 percent back to the people. remember, it’s your money; it’s not his money. and it’s not my money. it’s your money. and you shouldn’t have to apologize for wanting to keep all you can of it. but he ought to apologize for wanting to take more and more. he wants to give you sort of a government tax cut, which really doesn’t mean anything.",1,2,False,0.9976819753646851
2172,3133,DOLE,", and if you got one, you ought to vote for him.",1,2,False,0.9940156936645508
2173,3135,DOLE,", 88 percent of the people he claims credit for are already covered in collective bargaining agreements or other agreements. we had family leave in our office, i’m certain. i see my friend senator mitchell. he had family leave. i work every day with people. i spend a lot of time in hospitals. i know what it’s like to be in a hospital. sure we want family leave. but there’s a better way to do it.",1,2,False,0.9987494945526123
2174,3144,DOLE,two. ,1,2,False,0.25247660279273987
2175,3151,DOLE,did you say you’re unemployed? ms. siefert: yes. ,1,2,False,0.9848280549049377
2176,3155,DOLE,"hi, rod. mr. kite: this great nation has been established by the founding fathers who possessed a very strong christian belief in godly principles. if elected president of the united states, what could you do to return this nation to these basic principles? and also, do you feel that the president — the office of president has the responsibility to set the role example to inspire our young people? ",1,2,False,0.8077160120010376
2177,3156,DOLE,"well no doubt about it, our founding fathers had a great deal of wisdom. in addition to what you mentioned, they also were concerned about this all-powerful central government in washington, d.c., that’d in effect confiscate your property, so — i carry it in my pocket — i can’t pull it out or i’d violate the rules — a copy of the tenth amendment which says we ought to return power to the states and the people, the people here. you ought to make more decisions. honor, duty, and country, that’s what america is all about. certainly the president of the united states, the highest office in the world, the most important office in the world, has a responsibility to young people, as we talked about earlier. to everyone. by example. and when it comes to public ethics, he has a responsibility. and you have 30-some in your administration, either left or being investigated or in jail or whatever, then you",1,2,False,0.9976703524589539
2178,3157,DOLE,"’ve got an ethical problem. this is public ethics; i’m not talking about private ethics. talking about public ethics. when you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in watergate — i know a person who went to jail for looking at one file, one fbi file. there are 900 sequestered in the white house. 900. people like you. why should they be rifling through your files? the president has a great responsibility. that’s one that i understand and certainly will carry out.",1,2,False,0.9923626184463501
2179,3158,DOLE,"i think it’s — before i came in, my wife and daughter and i had a prayer. because it’s god’s will, whatever happens. it’s god’s will, it’ll happen. the constitutional amendment for voluntary prayer in school, in my view would be a great idea. i support it; the president opposes it. it seems to me the president, whoever the president may be, this is one of his highest responsibilities. people look to the president of the united states more than any other person in america. and that’s the way it’s always been, and that’s the way it always will be. ",1,2,False,0.9989104270935059
2180,3160,DOLE,"an admission. it underscores what i had to say in the hartford debate, that there is really no foreign policy in this administration. it’s sort of ad hoc, just whatever comes up, we’ll deal with it. unfortunately, we didn’t have more questions on that.",1,2,False,0.01496606133878231
2181,3164,BILL CLINTON,"The most important distinction in this campaign is that I represent real hope for change, a departure from trickle-down economics, a departure from tax and spend economics, to invest in growth. But before I can do that, I must challenge the American people to change, and they must decide. Tonight I say to the President: Mr. Bush, for 12 years you’ve had it your way. You’ve had your chance and it didn’t work. It’s time to change. I want to bring that change to the American people. But we must all decide first we have the courage to change for hope and a better tomorrow. ",0,13,False,0.00017329065303783864
2182,3165,GEORGE H.W. BUSH,"Well, I think one thing that distinguishes is experience. I think we’ve dramatically changed the world. I’ll talk about that a little bit later, but the changes are mind-boggling for world peace. Kids go to bed at night without the same fear of nuclear war. And change for change sake isn’t enough. We saw that message in the late 70s when heard a lot about change, and what happened, that misery index went right through the roof. But my economic program is the kind of change we want. And the way we’re going to get it done is we’re going to have a brand new Congress. A lot of them are thrown out because of all the scandals. I’ll sit down with them, Democrats and Republicans alike, and work for my agenda for American renewal, which represents real change. But I’d say, if you had to separate out, I think it’s experience at this level. ",1,14,False,0.9852195978164673
2183,3168,BILL CLINTON,"of real people, and it will bring real results if we have the courage to change.",0,13,False,0.9508806467056274
2184,3169,BILL CLINTON,Ross gave a good answer but I’ve got to respond directly to Mr. Bush. You have questioned my patriotism. BUSH: (Inaudible). ,0,13,False,0.00023977417731657624
2185,3170,BILL CLINTON,"You even brought some right-wing congressman into the White House to plot how to attack me for going to Russia in 1969-70, when over 50,000 other Americans did. Now, I honor your service in World War II, I honor Mr. Perot’s service in uniform and the service of every man and woman who ever served, including Admiral Crowe, who was your Chairman of the joint Chiefs and who’s supporting me. But when Joe McCarthy went around this country attacking people’s patriotism he was wrong. He was wrong. And a senator from Connecticut stood up to him named Prescott Bush. Your father was right to stand up to Joe McCarthy, you were wrong to attack my patriotism. I was opposed to the war but I loved my country and we need a president who will bring this country together, not divide it. We’ve had enough division. I want to lead a unified country. (APPLAUSE) ",0,13,False,0.00014067032316233963
2186,3171,BILL CLINTON,"The tax increase I have proposed triggers in at family incomes of $200,000 and above. Those are the people who in the 1980s had their incomes go up while their taxes went down. Middle-class people, defined as people with incomes of $52,000 and down, had their incomes go down while their taxes went up in the Reagan-Bush years because of 6 increases in the payroll taxes. So that is where my income limit would trigger. ",0,13,False,0.0002608804788906127
2187,3172,BILL CLINTON,Right. My plan – ,0,13,False,0.19897396862506866
2188,3175,GEORGE H.W. BUSH,"Well, let me–I have to correct one thing. I didn’t question the man’s patriotism. I questioned his judgment and his character. What he did in Moscow, that’s fine. Let him explain it. He did. I accept that. What I don’t accept is demonstrating and organizing demonstrations in a foreign country when your country’s at war. I’m sorry. I cannot accept that. In terms of this one on taxes spells out the biggest difference between us. I do not believe we need to go back to the Mondale proposals or the Dukakis proposals of tax and spend. Governor Clinton says $200,000 but he also says he wants to raise $150 billion. Taxing people over $200,000 will not get you $150 billion. And then when you add in his other spending proposals, regrettably you end up socking it to the working man. That old adage they use–we’re going to soak the rich- -we’re going to soak the rich–it always",1,14,False,0.9990099668502808
2189,3180,BILL CLINTON,"economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.",0,13,False,0.00015110691310837865
2190,3190,BILL CLINTON,"I agree that we cannot commit ground forces to become involved in the quagmire of Bosnia or in the tribal wars of Somalia. But I think that it’s important to recognize that there are things that can be done short of that, and that we do have interests there. There are, after all, 2 million refugees now because of the problems in what was Yugoslavia, the largest number since World War II, and there may be hundreds of thousands of people who will starve or freeze to death in this winter. The US should try to work with its allies and stop it. I urged the president to support this air cover, and he did–and I applaud that. I applaud the no-fly zone, and I know that he’s going back to the United Nations to try to get authority to enforce it. I think we should stiffen the embargo on the Belgrade government, and I think we have to consider whether or not we should lift the arms embargo now on",0,13,False,0.00018225901294499636
2191,3191,BILL CLINTON,"the Bosnians, since they are in no way in a fair fight with a heavily armed opponent bent on ethnic cleansing. We can’t get involved in the quagmire, but we must do what we can. END Part 1, 1992 Debate 1 END Part 1, 1992 Debate 1       ",0,13,False,0.0014953769277781248
2192,3192,MR. KENNEDY,"good evening, mr. shadel. ",0,5,False,0.977073609828949
2193,3193,MR. NIXON,"good evening, mr. shadel. ",1,4,False,0.977073609828949
2194,3194,MR. KENNEDY,"mr. mcgee, we have a contractual right to be in berlin coming out of the conversations at potsdam and of world war ii. that has been reinforced by direct commitments of the president of the united states; it’s been reinforced by a number of other nations under nato. i’ve stated on many occasions that the united states must meet its commitment on berlin. it is a commitment that we have to meet if we’re going to protect the security of western europe. and therefore on this question i don’t think that there is any doubt in the mind of any american; i hope there is not any doubt in the mind of any member of the community of west berlin; i’m sure there isn’t any doubt in the mind of the russians. we will meet our commitments to maintain the freedom and independence of west berlin. ",0,5,False,0.9466449618339539
2195,3195,MR. NIXON,"yes. as a matter of fact, the statement that senator kennedy made was that – to the effect that there were trigger-happy republicans, that my stand on quemoy and matsu was an indication of trigger-happy republicans. i resent that comment. i resent it because th- it’s an implication that republicans have been trigger-happy and, therefore, would lead this nation into war. i would remind senator kennedy of the past fifty years. i would ask him to name one republican president who led this nation into war. there were three democratic presidents who led us into war. i do not mean by that that one party is a war party and the other party is a peace party. but i do say that any statement to the effect that the republican party is trigger-happy is belied by the record. we had a war when we came into power in 1953. we got rid of that; we’ve kept out of other wars; and certainly that doesn’t indicate",1,4,False,0.997626006603241
2196,3196,MR. NIXON,"that we’re trigger-happy. we’ve been strong, but we haven’t been trigger-happy. as far as berlin is concerned, there isn’t any question about the necessity of defending berlin; the rights of people there to be free; and there isn’t any question about what the united american people – republicans and democrats alike – would do in the event there were an attempt by the communists to take over berlin.",1,4,False,0.960273802280426
2197,3197,MR. NIXON,"mr. von fremd, it would be completely irresponsible for a candidate for the presidency, or for a president himself, to indicate the course of action and the weapons he would use in the event of such an attack. i will say this: in the event that such an attack occurred and in the event the attack was a prelude to an attack on formosa – which would be the indication today because the chinese communists say over and over again that their objective is not the offshore islands, that they consider them only steppingstones to taking formosa – in the event that their attack then were a prelude to an attack on formosa, there isn’t any question but that the united states would then again, as in the case of berlin, honor our treaty obligations and stand by our ally of formosa. but to indicate in advance how we would respond, to indicate the nature of this response would be incorrect; it would certainly be inappropriate; it would not be in the best interests of the united",1,4,False,0.9128648638725281
2198,3198,MR. NIXON,"states. i will only say this, however, in addition: to do what senator kennedy has suggested – to suggest that we will surrender these islands or force our chinese nationalist allies to surrender them in advance – is not something that would lead to peace; it is something that would lead, in my opinion, to war. this is the history of dealing with dictators. this is something that senator kennedy and all americans must know. we tried this with hitler. it didn’t work. he wanted first uh – we know, austria, and then he went on to the sudetenland and then danzig, and each time it was thought this is all that he wanted. now what do the chinese communists want? they don’t want just quemoy and matsu; they don’t want just formosa; they want the world. and the question is if you surrender or indicate in advance that you’re not going to defend any part of the free world, and you figure that’s going to",1,4,False,0.38278406858444214
2199,3199,MR. NIXON,"satisfy them, it doesn’t satisfy them. it only whets their appetite; and then the question comes, when do you stop them? i’ve often heard president eisenhower in discussing this question, make the statement that if we once start the process of indicating that this point or that point is not the place to stop those who threaten the peace and freedom of the world, where do we stop them? and i say that those of us who stand against surrender of territory – this or any others – in the face of blackmail, in the s- face of force by the communists are standing for the course that will lead to peace.",1,4,False,0.7476800680160522
2200,3200,MR. KENNEDY,"yes. the whole th- the united states now has a treaty – which i voted for in the united states senate in 1955 – to defend formosa and the pescadores island. the islands which mr. nixon is discussing are five or four miles, respectively, off the coast of china. now when senator green, the chairman of the senate foreign relations committee, wrote to the president, he received back on the second of october, 1958 – “neither you nor any other american need feel the u.s. will be involved in military hostilities merely in the defense of quemoy and matsu.” now, that is the issue. i believe we must meet our commitment to uh – formosa. i support it and the pescadores island. that is the present american position. the treaty does not include these two islands. mr. nixon suggests uh – that the united states should go to war if these two islands are attacked. i suggest that if formosa is attacked or the pescadores, or if there’s",0,5,False,0.001460330211557448
2201,3202,MR. KENNEDY,"completely if we disagree, and if so, where.",0,5,False,0.04862842708826065
2202,3203,MR. KENNEDY,"well i think we should st- strengthen our conventional forces, and we should attempt in january, february, and march of next year to increase the airlift capacity of our conventional forces. then i believe that we should move full time on our missile production, particularly on minuteman and on polaris. it may be a long period, but we must – we must get started immediately. now on the question of disarmament, particularly nuclear disarmament, i must say that i feel that another effort should be made by a new administration in january of 1961, to renew negotiations with the soviet union and see whether it’s possible to come to some conclusion which will lessen the chances of contamination of the atmosphere, and also lessen the chances that other powers will begin to possess a nuclear capacity. there are indications, because of new inventions, that ten, fifteen, or twenty nations will have a nuclear capacity – including red china – by the end of the presidential office in 1964. this is extremely serious.",0,5,False,0.02510879375040531
2203,3204,MR. KENNEDY,"there have been many wars in the history of mankind. and to take a chance uh – now be – and not make every effort that we could make to provide for some control over these weapons, i think would be a great mistake. one of my disagreements with the present administration has been that i don’t feel a real effort has been made an this very sensitive subject, not only of nuclear controls, but also of general disarmament. less than a hundred people have been working throughout the entire federal government on this subject, and i believe it’s been reflected in our success and failures at geneva. now, we may not succeed. the soviet union may not agree to an inspection system. we may be able to get satisfactory assurances. it may be necessary for us to begin testing again. but i hope the next administration – and if i have anything to do with it, the next administration will – make one last great effort to provide for control of nuclear testing, control",0,5,False,0.9947031140327454
2204,3205,MR. KENNEDY,"of nuclear weapons, if possible, control of outer space, free from weapons, and also to begin again the subject of general disarmament levels. these must be done. if we cannot succeed, then we must strengthen ourselves. but i would make the effort because i think the fate not only of our own civilization, but i think the fate of world and the future of the human race is involved in preventing a nuclear war.",0,5,False,0.9930235147476196
2205,3206,MR. NIXON,"yes. i am going to make a major speech on this whole subject next week before the next debate, and i will have an opportunity then to answer any other questions that may arise with regard to my position on it. there isn’t any question but that we must move forward in every possible way to reduce the danger of war; to move toward controlled disarmament; to control tests; but also let’s have in mind this: when senator kennedy suggests that we haven’t been making an effort, he simply doesn’t know what he’s talking about. it isn’t a question of the number of people who are working in an administration. it’s a question of who they are. this has been one of the highest level operations in the whole state department right under the president himself. we have gone certainly the extra mile and then some in making offers to the soviet union on control of tests, on disarmament, and in every other way. and i just want to make",1,4,False,0.9334362745285034
2206,3207,MR. NIXON,"one thing very clear. yes, we should make a great effort. but under no circumstances must the united states ever make an agreement based on trust. there must be an absolute guarantee. now, just a comment on senator kennedy’s last answer. he forgets that in this same debate on the formosa resolution, which he said he voted for – which he did – that he voted against an amendment, or was recorded against an amendment – and on this particular – or for an amendment, i should say – which passed the senate overwhelmingly, seventy to twelve. and that amendment put the senate of the united states on record with a majority of the senator’s own party voting for it, as well as the majority of republicans – put them on record – against the very position that the senator takes now of surrendering, of indicating in advance, that the united states will not defend the offshore islands.",1,4,False,0.996736466884613
2207,3209,MR. NIXON,"inevitably the dictator is encouraged to try it again. so first it will be quemoy and matsu, next it may be formosa. what do we do then? my point is this: that once you do this – follow this course of action – of indicating that you are not going to defend a particular area, the inevitable result is that it encourages a man who is determined to conquer the world to press you to the point of no return. and that means war. we went through this tragic experience leading to world war ii. we learned our lesson again in korea, we must not learn it again. that is why i think the senate was right, including a majority of the democrats, a majority of the republicans, when they rejected senator kennedy’s position in 1955. and incidentally, senator johnson was among those who rejected that position – voted with the seventy against the twelve. the senate was right because they knew the lesson of history. and may i say, too,",1,4,False,0.9532142877578735
2208,3210,MR. NIXON,"that i would trust that senator kennedy would change his position on this – change it; because as long as he as a major presidential candidate continues to suggest that we are going to turn over these islands, he is only encouraging the aggressors – the chinese communist and the soviet aggressors – to press the united states, to press us to the point where war would be inevitable. the road to war is always paved with good intentions. and in this instance the good intentions, of course, are a desire for peace. but certainly we’re not going to have peace by giving in and indicating in advance that we are not going to defend what has become a symbol of freedom.",1,4,False,0.9973545074462891
2209,3211,MR. KENNEDY,"i don’t think it’s possible for mr. nixon to state the record in distortion of the facts with more precision than he just did. in 1955, mr. dulles at a press conference said: “the treaty that we have with the republic of china excludes quemoy and matsu from the treaty area.” that was done with much thought and deliberation. therefore that treaty does not commit the united states to defend anything except formosa and the pescadores, and to deal with acts against that treaty area. i completely sustained the treaty. i voted for it. i would take any action necessary to defend the treaty, formosa, and the pescadores island. what we’re now talking about is the vice president’s determination to guarantee quemoy and matsu, which are four and five miles off the coast of red china, which are not within the treaty area. i do not suggest that chiang kai-shek – and this administration has been attempting since 1955 to persuade chiang kai-shek to lessen",0,5,False,0.0003244986291974783
2210,3213,MR. KENNEDY,ninety miles off the coast of the united states.,0,5,False,0.006094112526625395
2211,3214,MR. KENNEDY,"well, i must say that uh – mr. truman has uh – his methods of expressing things; he’s been in politics for fifty years; he’s been president of the united states. they may – are not my style. but i really don’t think there’s anything that i could say to president truman that’s going to cause him, at the age of seventy-six, to change his particular speaking manner. perhaps mrs. truman can, but i don’t think i can. i’ll just have to tell mr. morton that. if you’d pass that message on to him. ",0,5,False,0.9672459959983826
2212,3215,MR. NIXON,"yes, i think so. of course, both er – senator kennedy and i have felt mr. truman’s ire; and uh – consequently, i think he can speak with some feeling on this subject. i just do want to say one thing, however. we all have tempers; i have one; i’m sure senator kennedy has one. but when a man’s president of the united states, or a former president, he has an obligation not to lose his temper in public. one thing i’ve noted as i’ve traveled around the country are the tremendous number of children who come out to see the presidential candidates. i see mothers holding their babies up, so that they can see a man who might be president of the united states. i know senator kennedy sees them, too. it makes you realize that whoever is president is going to be a man that all the children of america will either look up to, or will look down to. and i can",1,4,False,0.9984411597251892
2213,3216,MR. NIXON,"only say that i’m very proud that president eisenhower restored dignity and decency and, frankly, good language to the conduct of the presidency of the united states. and i only hope that, should i win this election, that i could approach president eisenhower in maintaining the dignity of the office; in seeing to it that whenever any mother or father talks to his child, he can look at the man in the white house and, whatever he may think of his policies, he will say: “well, there is a man who maintains the kind of standards personally that i would want my child to follow.”",1,4,False,0.23462791740894318
2214,3217,MR. NIXON,"well, mr. cater, of course it’s a criticism that uh – is being made. uh – i obviously don’t think it’s valid. i have supported the administration’s position and i think that that position has been correct; i think my position has been correct. as far as indochina was concerned, i stated over and over again that it was essential during that period that the united states make it clear that we would not tolerate indochina falling under communist domination. now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of indochina, the communists have moved out and we do have a strong, free bastion there. now, looking to the u-2 flights, i would like to point out that i have been supporting the president’s position throughout. i think the president was correct in ordering these flights. i think the president was correct, certainly, in his decision to continue",1,4,False,0.9930395483970642
2215,3218,MR. NIXON,"the flights while the conference was going on. i noted, for example, in reading a – uh – a – a particular discussion that senator kennedy had with dave garroway shortly after the uh – his statement about regrets, that uh – he made the statement that he felt that these particular flights uh – were ones that shouldn’t have occurred right at that time, and the indication was how would mr. khrushchev had felt if we had uh – had a flight over the uni- how would we have felt if mr. khrushchev ha – uh – had a flight over the united states while uh – he was visiting here. and the answer, of course, is that communist espionage goes on all the time. the answer is that the united states can’t afford to have a es- an es – a espionage lack or should we s- uh – lag – or should i say uh – an intelligence lag – any more than we can afford to have a missile lag. now, referring to",1,4,False,0.9984353184700012
2216,3219,MR. NIXON,"your question with regard to quemoy and matsu. what i object to here is the constant reference to surrendering these islands. senator kennedy quotes the record, which he read from a moment ago, but what he forgets to point out is that the key vote – a uh – vote which i’ve referred to several times – where he was in the minority was one which rejected his position. now, why did they reject it? for the very reason that those senators knew, as the president of the united states knew, that you should not indicate to the communists in advance that you’re going to surrender an area that’s free. why? because they know as senator kennedy will have to know that if you do that you encourage them to more aggression.",1,4,False,0.9963891506195068
2217,3220,MR. KENNEDY,"well number one on indochina, mr. nixon talked in – before the newspaper editors in the spring of 1954 about putting, and i quote him, “american boys into indochina.” the reason indochina was preserved was the result of the geneva conference which indochina. number two, on the question of the u-2 flights. i thought the. u-2 flight in may just before the conference was a mistake in timing because of the hazards involved, if the summit conference had any hope for success. i never criticized the u-2 flights in general, however. i never suggested espionage should stop. it still goes on, i would assume, on both sides. number three, the vice president – on may fifteenth after the u-2 flight – indicated that the flights were going on, even though the administration and the president had canceled the flights on may twelfth. number three, the pre – vice president suggests that we should keep the communists in doubt about whether we would fight on quemoy and matsu. that",0,5,False,0.0006555613945238292
2218,3221,MR. KENNEDY,"’s not the position he’s taking. he’s indicating that we should fight for these islands come what may because they are, in his words, in the area of freedom. he didn’t take that position on tibet. he didn’t take that position on budapest. he doesn’t take that position that i’ve seen so far in laos. guinea and ghana have both moved within the soviet sphere of influence in foreign policy; so has cuba. i merely say that the united states should meet its commitments to que- to uh – formosa and the pescadores. but as admiral yarnell has said, and he’s been supported by most military authority, these islands that we’re now talking about are not worth the bones of a single american soldier; and i know how difficult it is to sustain troops close to the shore under artillery bombardment. and therefore, i think, we should make it very clear the disagreement between mr. nixon and myself. he’s extending the administration’s commitment.",0,5,False,0.003438347252085805
2219,3222,MR. KENNEDY,"well the que- the – mr. griffin, i believe, who is the head of the klan, who lives in tampa, florida, indicated a – in a statement, i think, two or three weeks ago that he was not going to vote for me, and that he was going to vote for mr. nixon. i do not suggest in any way, nor have i ever, that that indicates that mr. nixon has the slightest sympathy, involvement, or in any way imply any inferences in regard to the ku klux klan. that’s absurd. i don’t suggest that, i don’t support it. i would disagree with it. mr. nixon knows very well that in this – in this whole matter that’s been involved with the so-called religious discussion in this campaign, i’ve never suggested, even by the vaguest implication, that he did anything but disapprove it. and that’s my view now. i disapprove of the issue. i do not",0,5,False,0.003259537508711219
2220,3223,MR. KENNEDY,suggest that mr. nixon does in any way.,0,5,False,0.004899406339973211
2221,3224,MR. NIXON,"well i welcome this opportunity to join senator kennedy completely on that statement and to say before this largest television audience in history something that i have been saying in the past and want to – will always say in the future. on our last television debate, i pointed out that it was my position that americans must choose the best man that either party could produce. we can’t settle for anything but the best. and that means, of course, the best man that this nation can produce. and that means that we can’t have any test of religion. we can’t have any test of race. it must be a test of a man. also as far as religion is concerned. i have seen communism abroad. i see what it does. communism is the enemy of all religions; and we who do believe in god must join together. we must not be divided on this issue. the worst thing that i can think can happen in this campaign would be for it to",1,4,False,0.9985001087188721
2222,3226,MR. NIXON,"mr. mcgee, i am planning a speech on that subject next week. uh – also, so that we can get the uh – opportunity for the questioners to question me, it will be before the next television debate. uh – i will say simply, in advance of it, that i believe that in this area, the laws which should be passed uh – as far as the big national emergency strikes are concerned, are ones that will give the president more weapons with which to deal with those strikes. now, i have a basic disagreement with senator kennedy, though, on this point. he has taken the position, when he first indicated in october of last year, that he would even favor compulsory arbitration as one of the weapons the president might have to stop a national emergency strike. i understand in his last speech before the steelworkers union, that he changed that position and indicated that he felt that government seizure might be the best way to stop a strike which could not",1,4,False,0.36874526739120483
2223,3227,MR. NIXON,"be settled by collective bargaining. i do not believe we should have either compulsory arbitration or seizure. i think the moment that you give to the union, on the one side, and to management, on the other side, the escape hatch of eventually going to government to get it settled, that most of these great strikes will end up being settled by government, and that will be a – be in the end, in my opinion, wage control; it would mean price control – all the things that we do not want. i do believe, however, that we can give to the president of the united states powers, in addition to what he presently has in the fact finding area, which would enable him to be more effective than we have been in handling these strikes. one last point i should make. the record in handling them has been very good during this administration. we have had less man-hours lost by strikes in these last seven years than we had in",1,4,False,0.9987071752548218
2224,3229,MR. KENNEDY,"well, i always have difficulty recognizing my positions when they’re stated by the vice president. i never suggested that compulsory arbitration was the solution for national emergency disputes. i’m opposed to that, was opposed to it in october, 1958. i have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the taft-hartley act. i don’t know what other weapons the vice president is talking about. i’m talking about giving him four or five tools – not only the fact-finding committee that he now has under the injunction provision, not only the injunction, but also the power of the fact-finding commission to make recommendations – recommendations which would not be binding, but nevertheless would have great force of public opinion behind them. one of the additional powers that i would suggest would be seizure. there might be others. by the president having five powers – four or five powers – and he only",0,5,False,0.009079596027731895
2225,3230,MR. KENNEDY,"has very limited powers today, neither the company nor the union would be sure which power would be used; and therefore, there would be a greater incentive on both sides to reach an agreement themselves without taking it to the government. the difficulty now is the president’s course is quite limited. he can set up a fact-finding committee. the fact-finding committee’s powers are limited. he can provide an injunction if there’s a national emergency for eighty days, then the strike can go on; and there are no other powers or actions that the president could take unless he went to the congress. this is a difficult and sensitive matter. but to state my view precisely, the president should have a variety of things he could do. he could leave the parties in doubt as to which one he would use; and therefore there would be incentive, instead of as now – the steel companies were ready to take the strike because they felt the injunction of eighty days would break",0,5,False,0.07402236014604568
2226,3231,MR. KENNEDY,"the union, which didn’t happen.",0,5,False,0.12144066393375397
2227,3232,MR. KENNEDY,"yes, i have stated in both uh – debates and state again that i believe in a balanced budget and have supported that concept during my fourteen years in the congress. the only two times when an unbalanced budget is warranted would be during a serious recession – and we had that in fifty-eight in an unbalanced budget of twelve billion dollars – or a national emergency where there should be large expenditures for national defense, which we had in world war ii and uh – during part of the korean war. on the question of the cost of our budget, i have stated that it’s my best judgment that our agricultural program will cost a billion and a half, possibly two billion dollars less than the present agricultural program. my judgment is that the program the vice president put forward, which is an extension of mr. benson’s program, will cost a billion dollars more than the present program, which costs about six billion dollars a year, the most expensive in history. we’ve spent",0,5,False,0.8494933843612671
